T24964;2022-07-01;15:15:19
Tarefas Código do Atendimento;Data Inicio Execucao Atividade Gerada Pelo Sistema;Hora Inicio Execucao Atividade Gerada Pelo Sistema;Hora Fim Execucao Atividade Gerada Pelo Sistema;Execução de Atendimentos GPS Coletado;Execução de Atendimentos Latitude;Execução de Atendimentos Longitude;Cliente GPS Coletado;Entregador Nome;Seção Descrição;Codigo_de_registro;Disciplina;CONCESSIONARIA__TRECHO;Concessionaria;Trecho;PISTA;SENTIDO_;km_000000_ou_000000_ao_000000;LOCAL;Coordenada_;ELEMENTO;DESCREVA_O_ELEMENTO;OCORRENCIA;OUTRAS_OCORRENCIAS;OBSERVACAO;AUDIO;RETORNO_A_OCORRENCIA;MES;A_OCORRENCIA_FOI_ATENDIDA_;Imagem_1;Imagem_2;Imagem_3;Imagem_4;Imagem_5;Imagem_6;Imagem_7;Imagem_8;Imagem_9;Imagem_10;Imagem_11;Imagem_12;ESTADO_GERAL;TEMPO_DE_FILA_APROXIMADO;Deseja_caracterizar_esse_registro_como_uma_ocorrencia_relevante;NOME_DA_OBRA;PERCENTUAL_MENSAL_DE_EXECUCAO_FISICA_;PERCENTUAL_ACUMULADO_DE_EXECUCAO_FISICA_;CUMPRIMENTO_DO_PLANO_DE_TRABALHO_ACEITO_PELA_ANTT;ATENDIMENTO_AO_PROJETO_EXECUTIVO_ACEITO_PELA_ANTT;ATENDIMENTO_AO_PER;SINALIZACAO_DE_OBRA;ATRASOS;OBRA_CONCLUIDA;COMPRIMENTO_APROXIMADO_DA_FILA_m;COORDENADA_FINAL
308802920;2022-05-13;15:01:21;15:02:44;-31.4712086699999993 -52.6295768499999994;-31.4712086699999993;-52.6295768499999994;0 0;500 - RS2;REGISTRO;308107424;SINALIZAÇÃO;ECOSUL - BR-392  _  Pelotas - Santana da Boa Vista;ECOSUL;BR-392  _  Pelotas - Santana da Boa Vista;SIMPLES;CRESCENTE;108+980;Lado direito;-31.47131858,-52.62943906;SINALIZAÇÃO VERTICAL - PLACAS;;Película deficiente|Suja|;;. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393438294&token=6d23a0274d062aec13779e75b2eed999;;;;;;;;;;;;REGULAR;;NÃO;;;;;;;;;;;-31.47097187,-52.62955781
308802929;2022-05-13;15:38:16;15:39:48;-31.6216503600000003 -52.5056738999999979;-31.6216503600000003;-52.5056738999999979;0 0;500 - RS2;REGISTRO;308107424;SINALIZAÇÃO;ECOSUL - BR-392  _  Pelotas - Santana da Boa Vista;ECOSUL;BR-392  _  Pelotas - Santana da Boa Vista;SIMPLES;CRESCENTE;087+800;Lado direito;-31.62167748,-52.50577864;SINALIZAÇÃO VERTICAL - PLACAS;;Película deficiente|Suja|;;. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393438473&token=b02abc61939c602214246cf76bc386ec;;;;;;;;;;;;REGULAR;;NÃO;;;;;;;;;;;-31.62174969,-52.50575358
308802922;2022-05-13;15:39:54;15:41:04;-31.6217320400000013 -52.5057491399999989;-31.6217320400000013;-52.5057491399999989;0 0;500 - RS2;REGISTRO;308107423;DRENAGEM OAC;ECOSUL - BR-392  _  Pelotas - Santana da Boa Vista;ECOSUL;BR-392  _  Pelotas - Santana da Boa Vista;SIMPLES;DECRESCENTE;087+800;;-31.62174969,-52.50575358;DESCIDA D'ÁGUA;;Acúmulo de vegetação|Sujeira de roçada|Sujeira Geral|;;;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393438743&token=0c588cb254519a0ef0c17e3f744d6213;;;;;;;;;;;;REGULAR;;NÃO;;;;;;;;;;;-31.62170296,-52.50574983
308802930;2022-05-13;15:41:47;15:43:37;-31.6221397899999985 -52.5053723600000026;-31.6221397899999985;-52.5053723600000026;0 0;500 - RS2;REGISTRO;308107424;SINALIZAÇÃO;ECOSUL - BR-392  _  Pelotas - Santana da Boa Vista;ECOSUL;BR-392  _  Pelotas - Santana da Boa Vista;SIMPLES;CRESCENTE;087+760;Lado direito;-31.62202293,-52.50546835;SINALIZAÇÃO VERTICAL - PLACAS;;Película deficiente|Suja|;;. LOCAL: Lado direito;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393438907&token=2d11a81312cf4ea8a6f25250d0135b7f;;;;;;;;;;;;REGULAR;;NÃO;;;;;;;;;;;-31.62198263,-52.50530009
308621221;2022-05-13;09:16:56;09:28:17;-22.5864433333333317 -49.8894183333333316;-22.5864433333333317;-49.8894183333333316;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;300+000 ao 299+000;;-22.581736666666664,-49.88995;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular, Degrau;Pavimento deteriorado, vegetação aflorando no pavimento, seção do acostamento inferior à 2,50 metros e degrau com medida superior a 2,50 cm em relação a faixa de rolamento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393479980&token=9fa7d3a2ad797abe404e0b284e91211f;https://picviewer.umov.me/Pic/GetImage?id=393480106&token=9de8c8fe04a3acb4a30f4749da1a3707;https://picviewer.umov.me/Pic/GetImage?id=393480169&token=b83facbbc49c6d8f8b6e82173af551ae;https://picviewer.umov.me/Pic/GetImage?id=393480276&token=05b69606b4f81c53cd1cf05b1ce41575;https://picviewer.umov.me/Pic/GetImage?id=393480376&token=3107f3e8b0ecc9556c377c2788314caa;https://picviewer.umov.me/Pic/GetImage?id=393480480&token=5fe509369fd24425a4248622c99161de;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.58644333333333,-49.88941833333333
308836590;2022-05-13;09:28:18;09:35:34;-22.5811616666666701 -49.8903666666666581;-22.5811616666666701;-49.8903666666666581;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;299+000 ao 298+000;;-22.570043333333334,-49.88984000000001;ACOSTAMENTO;;Desgaste|;;Pavimento desgastado e vegetação aflorando no pavimento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393480597&token=4faa7f4bfc370d3f3d9c3817cf249d2e;https://picviewer.umov.me/Pic/GetImage?id=393480662&token=908ddaf1b098b1e8c92d3f2c8ec5223f;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.58116166666667,-49.89036666666666
308836591;2022-05-13;09:35:35;09:42:33;-22.5678400000000003 -49.8893699999999924;-22.5678400000000003;-49.8893699999999924;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;298+000 ao 297+000;;-22.570043333333334,-49.88984000000001;ACOSTAMENTO;;Desgaste|;Degrau;Pavimento desgastado, vegetação aflorando no pavimento e degrau com medida superior a 2,50 cm em relação a faixa de rolamento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393480725&token=3ecb7e54e6b7055f95057326cec17fbc;https://picviewer.umov.me/Pic/GetImage?id=393480797&token=cb1eef7c78b0c0fbd081ef8abec502a8;https://picviewer.umov.me/Pic/GetImage?id=393480863&token=98c3a3c43bfea6cca53b8f5b47c6b1d3;https://picviewer.umov.me/Pic/GetImage?id=393480957&token=f2f02887d001288a2d4bada0ba205856;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.56784,-49.88936999999999
308836592;2022-05-13;09:42:35;09:52:46;-22.5590433333333387 -49.8895833333333343;-22.5590433333333387;-49.8895833333333343;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;297+000 ao 296+000;;-22.558664999999998,-49.889244999999995;ACOSTAMENTO;;Desgaste|;Seção irregular, Degrau;Pavimento desgastado, vegetação aflorando no pavimento, seção do acostamento inferior à 2,50 metros e degrau com medida superior a 2,50 cm em relação a faixa de rolamento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393481041&token=374a22585dda930b0227d4240103d200;https://picviewer.umov.me/Pic/GetImage?id=393481109&token=274a34357820ea2821416b2db0c97240;https://picviewer.umov.me/Pic/GetImage?id=393481211&token=90771b963281e13bbef25bdddaed62f3;https://picviewer.umov.me/Pic/GetImage?id=393481305&token=42378a10451fb3e08fb95bc7c28a37fc;https://picviewer.umov.me/Pic/GetImage?id=393481380&token=7a761faf1341affa26f97898d963a006;https://picviewer.umov.me/Pic/GetImage?id=393481439&token=cb6ab3429e34d9be697f1722e168a844;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.55904333333334,-49.889583333333334
308836594;2022-05-13;09:52:54;10:03:19;-22.5503883333333306 -49.889361666666673;-22.5503883333333306;-49.889361666666673;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;296+000 ao 295+000;;-22.550545000000003,-49.889275;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular, Degrau;Pavimento deteriorado, vegetação aflorando no pavimento, seção do acostamento inferior à 2,50 metros e degrau com medida superior a 2,50 cm em relação a faixa de rolamento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393481496&token=48cc41ad81a5fd950f9d64023dbd193e;https://picviewer.umov.me/Pic/GetImage?id=393481554&token=375f2396a36e52bcb7000918129c350c;https://picviewer.umov.me/Pic/GetImage?id=393481633&token=dcb5e1c04dc7fc2c13ae6c488edc0067;https://picviewer.umov.me/Pic/GetImage?id=393481739&token=77d20979bfbd3e3ca9c20cff7d5b2b93;https://picviewer.umov.me/Pic/GetImage?id=393481859&token=bea5043cc66527bad8d9d87d3386646b;https://picviewer.umov.me/Pic/GetImage?id=393481930&token=958d26358574b9019ad149832cd5b097;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.55038833333333,-49.88936166666667
308836596;2022-05-13;10:03:55;10:15:15;-22.5413133333333313 -49.8896616666666759;-22.5413133333333313;-49.8896616666666759;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;295+000 ao 294+000;;-22.54131333333333,-49.889661666666676;ACOSTAMENTO;;Afundamento local|Desgaste|;Seção irregular, Degrau;Pavimento deteriorado e apresentando afundamento, vegetação aflorando no pavimento, seção do acostamento inferior à 2,50 metros e degrau com medida superior a 2,50 cm em relação a faixa de rolamento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393482018&token=032323681fef8d1c446eaffa4e317efc;https://picviewer.umov.me/Pic/GetImage?id=393482100&token=e569ac9f212e4e964a436f2ca07f6029;https://picviewer.umov.me/Pic/GetImage?id=393482205&token=988003c492f53d48b403992cbfd4e98d;https://picviewer.umov.me/Pic/GetImage?id=393482299&token=299cc57c7123c72af72d83caee05d86d;https://picviewer.umov.me/Pic/GetImage?id=393482368&token=19b90259c68f2401eb01d4adc704ad4a;https://picviewer.umov.me/Pic/GetImage?id=393482454&token=7081e408ea9d5209cb2fe6784e1211e6;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.54131333333333,-49.889661666666676
308836597;2022-05-13;10:21:35;10:33:14;-22.5233733333333319 -49.8896200000000007;-22.5233733333333319;-49.8896200000000007;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;293+000 ao 292+000;;-22.523715,-49.88934166666666;ACOSTAMENTO;;Desgaste|;Seção irregular;Pavimento desgastado, vegetação aflorando no pavimento e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393482536&token=a60a503e854eeb159cafa6bb225e5889;https://picviewer.umov.me/Pic/GetImage?id=393482662&token=2942c33d41e1a020e46d640cc8b9f2e7;https://picviewer.umov.me/Pic/GetImage?id=393482745&token=8c3b2fe05f4daa4e7d265b0ccd749c10;https://picviewer.umov.me/Pic/GetImage?id=393482846&token=1d594d952664eb05585d17c31dbcb33e;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.523373333333332,-49.88962
308836599;2022-05-13;10:33:41;10:44:07;-22.5158100000000019 -49.8903033333333354;-22.5158100000000019;-49.8903033333333354;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;292+000 ao 291+000;;-22.515810000000002,-49.890303333333335;ACOSTAMENTO;;Desgaste|;Degrau;Pavimento desgastado e degrau com medida superior a 2,50 cm em relação a faixa de rolamento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393482948&token=945174b27135e4ef91bd33a72416544a;https://picviewer.umov.me/Pic/GetImage?id=393483025&token=bcb2d3172fae2bf32e2c1cbf74109574;;;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.512173333333333,-49.889426666666665
308836600;2022-05-13;10:44:08;10:52:08;-22.5079150000000041 -49.8897633333333346;-22.5079150000000041;-49.8897633333333346;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;291+000 ao 290+000;;-22.508018333333332,-49.88983666666666;ACOSTAMENTO;;Desgaste|Panela / Buraco|;;Pavimento deteriorado;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393483140&token=272c37a6bb10e52e00b7cf23c98e231a;https://picviewer.umov.me/Pic/GetImage?id=393483271&token=b013a1cf7bfc5f9f754924a4b97fbd88;https://picviewer.umov.me/Pic/GetImage?id=393483355&token=1693ba2fbae9c94c003c1c3024e8d1c2;https://picviewer.umov.me/Pic/GetImage?id=393483450&token=3dca8ffbb2f292e563c64f2e729e0916;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.507915000000004,-49.889763333333335
308836601;2022-05-13;10:52:09;11:00:39;-22.4961866666666701 -49.8894783333333365;-22.4961866666666701;-49.8894783333333365;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;290+000 ao 289+000;;-22.496193333333334,-49.88947499999999;ACOSTAMENTO;;Desgaste|Panela / Buraco|;;Pavimento deteriorado e vegetação aflorando no pavimento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393483541&token=d3232aab9661a5ae4b79986a2d937b17;https://picviewer.umov.me/Pic/GetImage?id=393483632&token=616751e590e3ee5b3ab234f19be5d2d3;https://picviewer.umov.me/Pic/GetImage?id=393483733&token=b276be3f15032cb69cb61c21f1f54b1c;https://picviewer.umov.me/Pic/GetImage?id=393483823&token=84a7820ae0f8b7188e216d7275b80dc1;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.49618666666667,-49.88947833333334
308836603;2022-05-13;12:08:50;12:20:17;-22.4869716666666655 -49.8895533333333319;-22.4869716666666655;-49.8895533333333319;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;289+000 ao 288+000;;-22.487344999999998,-49.889468333333326;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Degrau;Pavimento deteriorado e degrau com medida superior a 2,50 cm em relação a faixa de rolamento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393483958&token=0212634f223f71361de25c844203c1a7;https://picviewer.umov.me/Pic/GetImage?id=393484075&token=63ea7ab57574e113ba6cd631e99b8dc3;https://picviewer.umov.me/Pic/GetImage?id=393484169&token=664c44ac2559d92666cf31a833ca0f46;https://picviewer.umov.me/Pic/GetImage?id=393484268&token=e627628887d6af50573ea27c11274230;https://picviewer.umov.me/Pic/GetImage?id=393484357&token=4970c54fda6f523f83cd770715660fa8;https://picviewer.umov.me/Pic/GetImage?id=393484455&token=4ed0627dadaaf52eae30a3504c52b576;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.486971666666665,-49.88955333333333
308836604;2022-05-13;12:20:19;12:27:15;-22.4782050000000027 -49.889483333333331;-22.4782050000000027;-49.889483333333331;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;288+000 ao 287+000;;-22.478313333333336,-49.88963166666667;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Degrau;Pavimento deteriorado, vegetação aflorando no pavimento e degrau com medida superior a 2,50 cm em relação a faixa de rolamento;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393484535&token=47a0023ae846fe86ad9d85ba305ba4fc;https://picviewer.umov.me/Pic/GetImage?id=393484623&token=adfd80ed39f6d1c866cbe8eb48c5b2a6;https://picviewer.umov.me/Pic/GetImage?id=393484708&token=6b2ecc3ad1d014b2dedbe2cda3ecf73e;https://picviewer.umov.me/Pic/GetImage?id=393484787&token=77597bae817d2181ed7d9b238dbb3fdf;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.478205000000003,-49.88948333333333
308836606;2022-05-13;12:27:30;12:37:18;-22.4730949999999972 -49.8881133333333295;-22.4730949999999972;-49.8881133333333295;0 0;700 - Transbrasiliana 2;REGISTRO;308621221;PAVIMENTAÇÃO;Transbrasiliana - BR-153/SP;Transbrasiliana;BR-153/SP;SIMPLES;DECRESCENTE;287+000 ao 286+000;;-22.474271666666663,-49.88858666666667;ACOSTAMENTO;;Desgaste|Panela / Buraco|;Seção irregular;Pavimento deteriorado, vegetação aflorando no pavimento e seção do acostamento inferior à 2,50 metros;;NÃO;;;https://picviewer.umov.me/Pic/GetImage?id=393484905&token=5783831287f5ac28362737388066542a;https://picviewer.umov.me/Pic/GetImage?id=393485029&token=7fd7489de7ab2c1c253d77a33945622c;https://picviewer.umov.me/Pic/GetImage?id=393485111&token=bfefcd960ec763793d9e0963d0d67cd6;https://picviewer.umov.me/Pic/GetImage?id=393485170&token=f87a2c43129e5939fe814233099d1d4e;;;;;;;;;RUIM;;NÃO;;;;;;;;;;;-22.46887333333333,-49.884728333333335
